FeatureID	RE	SE_RE	CI_RE_lower	CI_RE_upper	Zscore	p-value	tau2	I^2	FDR_Qvalue	BedarfJR_2017_CohenD	BedarfJR_2017_SE_d	BedarfJR_2017_pvalue	BedarfJR_2017_Qvalue	BoktorJC_2023_CohenD	BoktorJC_2023_SE_d	BoktorJC_2023_pvalue	BoktorJC_2023_Qvalue	DuruIC_2024_CohenD	DuruIC_2024_SE_d	DuruIC_2024_pvalue	DuruIC_2024_Qvalue	JoS_2022_CohenD	JoS_2022_SE_d	JoS_2022_pvalue	JoS_2022_Qvalue	MaoL_2021_CohenD	MaoL_2021_SE_d	MaoL_2021_pvalue	MaoL_2021_Qvalue	NishiwakiH_2024_CohenD	NishiwakiH_2024_SE_d	NishiwakiH_2024_pvalue	NishiwakiH_2024_Qvalue	QianY_2020_CohenD	QianY_2020_SE_d	QianY_2020_pvalue	QianY_2020_Qvalue	WallenZD_2022_CohenD	WallenZD_2022_SE_d	WallenZD_2022_pvalue	WallenZD_2022_Qvalue
s__Alistipes_senegalensis	0.184678786843915	0.0521459172401839	0.0824746671123482	0.286882906575481	3.54157710935039	3.97742585629198e-4	0	0	0.010624802641124649	-0.12681665003607367	0.27003856783979513	0.6404994905402801	0.7812534945459106	0.14172920760541105	0.128728363678391	0.28341915418772523	0.6229119535513851	0.061753679233270575	0.17412906029285877	0.7233741494735145	0.8372977376388927	0.3518971192481677	0.162413936375379	0.030731391504558763	0.46902574812812114	0.452153268941563	0.23236834863853914	0.052377752150671086	0.5024203178133837	0.16202888750243166	0.15596075142422872	0.30340083356597797	0.539545611508842	0.37844241909296844	0.22851054184756206	0.0986985595268797	0.4673981241888537	0.16277385377510373	0.08332692573969279	0.06640905709803184	0.46245209599100007
s__Alistipes_shahii	0.219216051888334	0.082986794036925	0.0565649243835181	0.38186717939315	2.64157754775771	0.00825209135443803	0.0260837552201394	0.547654412989692	0.1101726582583744	0.7532347751764618	0.2791697017919928	0.007244837757888036	0.5329453536208677	0.08969375886594425	0.12863168425743157	0.4969306364514021	0.6837068441323744	0.15656735722255713	0.1743540850759176	0.37012475639918707	0.584910631985156	0.16950707001969587	0.16146051553866345	0.2951890343864665	0.5024994098842819	0.31878374441754675	0.23090771768819732	0.16872419176134684	0.5024203178133837	0.3922567415089009	0.15719569722585344	0.013421015523011866	0.18296907401096912	0.4844083575572302	0.2297898293509082	0.03555661600623529	0.4673981241888537	-0.04666712213726781	0.08320060409422808	0.5982038988926692	0.743017338601909
s__Alistipes_sp_AF17_16	0.250133800014873	0.0522460271079951	0.147733468547899	0.352534131481847	4.78761379306094	1.68776043019649e-6	0	0	1.1676233521632082e-4	0.2686411994009371	0.27098160231916724	0.3242058288923454	0.5642629669931086	0.23158426039514668	0.12899728666556332	0.08024458603975826	0.6229119535513851	-0.09204784473331648	0.1741797361077627	0.5978905581075121	0.7592215862348557	0.3838358436743339	0.16264865981195614	0.018608941634247513	0.41746284895282426	0.26488187373043126	0.2304589448098147	0.25187455825592503	0.5024203178133837	0.36301189672331874	0.1569826419437541	0.021958323640660624	0.2471974918941037	0.06137398424367829	0.22654548124784135	0.7870914485986831	0.8546376885416594	0.29144848853831323	0.08362975817415574	0.001051856978713861	0.0352836142418576
s__Alloscardovia_omnicolens	0.150249170374398	0.0535449344174022	0.0453030273617308	0.255195313387066	2.80603892803662	0.0050154632775567	0	0	0.07710641523678079	-0.31517261446391576	0.2714371935040534	0.24821660907516258	0.5642629669931086	0.1652986031988327	0.1287864258659473	0.21111018094383308	0.6229119535513851	-0.017513546816899143	0.17409090964159238	0.9200234389552039	0.9597261020108093	0.3106459287010193	0.16214050477428155	0.05607627900601498	0.5024994098842819	0.32867388418900173	0.23099895330457854	0.15605669827601804	0.5024203178133837	0.20504046018178712	0.15611406919149698	0.19322012588345247	0.539545611508842	NA	NA	NA	NA	0.1450579575427835	0.08329861313534451	0.10176526515184184	0.5601155923200409
s__Anaerofilum_hominis	0.1497899249328	0.0552721839598299	0.0414584350246611	0.258121414840939	2.7100417280718	0.00672747437998023	0	0	0.09569360753579355	0.3368707088276945	0.271674166344926	0.21752947494345043	0.5642629669931086	0.1529037311289549	0.1287547835627117	0.24726479593227263	0.6229119535513851	-0.043095950063455304	0.17410777907278696	0.8048751137052582	0.8944071921877955	0.1871255953875371	0.16152368323993344	0.24802428859060685	0.5024994098842819	0.40134350007381947	0.23175342381947317	0.08425600513722986	0.5024203178133837	NA	NA	NA	NA	0.3244648121333784	0.22797757702785698	0.15591151375653162	0.4673981241888537	0.10934882948225941	0.08325142770103364	0.21714767191041495	0.6473310433595455
s__Anaerofustis_stercorihominis	0.311114108833736	0.0790483330931673	0.156182222933203	0.46604599473427	3.93574534287843	8.2938884412672e-5	0.0134044668816924	0.394173324605661	0.003195771698128779	0.24322193247747279	0.2707631223649834	0.37170605902822595	0.582404251975752	0.30960076552412247	0.12933498041091018	0.019659109949549565	0.5553148686033018	NA	NA	NA	NA	0.16279205475293534	0.1614380769403948	0.3146677684333711	0.5024994098842819	NA	NA	NA	NA	0.6958126870037799	0.16034786850394997	1.6860796920478075e-5	0.006263786055957605	0.32383576425749205	0.2279718416791889	0.15670482259315746	0.4673981241888537	0.20039548356904344	0.08339781680211476	0.02393132393777001	0.24812431773660634
s__Anaeromassilibacillus_senegalensis	0.180142374261424	0.0689670077781286	0.044969522894798	0.31531522562805	2.61200797402946	0.00900121546304371	0.0115492809597676	0.221691191842862	0.11759527840989292	0.22920453836674856	0.2706518568309663	0.39970764399748493	0.6092035751741025	0.021768862603420664	0.12857086342222812	0.8689847320111055	0.9297249256119643	0.09947768050694111	0.17419521017618736	0.5687055007603674	0.7404384898412117	0.08824267131017248	0.16124976366777785	0.585300070937175	0.6995353580256938	0.6042989655551744	0.23463349260385805	0.010218074091868814	0.3936892818666331	0.12469109851570573	0.15585670577815502	0.42805372519198226	0.5857162390748486	0.610378126306158	0.2317060447235376	0.008608939921383346	0.4673981241888537	0.1435017702815678	0.08329628139251961	0.1054816243498964	0.5601155923200409
s__Anaerotruncus_colihominis	0.149714474665641	0.052102868892489	0.0475947281451502	0.251834221186132	2.87344013579305	0.00406028019377615	0	0	0.06539414238018307	-0.07379842468953132	0.26985935607813666	0.7856672254484268	0.87103249978147	-0.01966411041339344	0.1285701627012757	0.8815530370262132	0.9351952420476182	0.14846649793593464	0.17432723806137806	0.3953259705800477	0.6077073198275482	0.11013210059021666	0.16129347747235454	0.49597807252050763	0.6332275012316413	0.21843834436545748	0.2301382117044411	0.3440389972536311	0.531696632119248	0.36120591424395215	0.1569700167997047	0.022615494989234552	0.2526813951428763	0.15187597125513094	0.2268184522281629	0.504414293068753	0.6415936299139059	0.18415311043734278	0.08336541679058766	0.03790248566388345	0.34216415482996076
s__Anaerotruncus_massiliensis	0.221893453989321	0.0690551145557672	0.0865479165117292	0.357238991466912	3.21328051393101	0.00131228054241298	0.011624363897298	0.270395723727326	0.02774015257711883	0.14600692765973847	0.27012673886408745	0.5909264317503099	0.7453884206872429	0.27303204016849963	0.12916468059117936	0.03941626565444999	0.6229119535513851	-0.17264050651331694	0.17441156061206375	0.32319051078787586	0.5532400152755883	0.18880535784607502	0.1615300302164664	0.24382252947761754	0.5024994098842819	0.6019621674576418	0.23459395740042535	0.010501971267304165	0.3936892818666331	0.29775829903513495	0.15656589934526954	0.05954750651395849	0.40590639761349684	0.05407862863127451	0.22653356079806086	0.8118832976976803	0.8682239535877329	0.3004237317161286	0.08365722805560517	7.349572069814776e-4	0.027039312727818555
s__Anaerotruncus_rubiinfantis	0.515316640092001	0.0528756746650624	0.411682222090222	0.61895105809378	9.74581683082517	1.92226654380727e-22	0	0	5.85137935934933e-19	0.63686431072338745	0.2765215407714328	0.021941934880366096	0.5642629669931086	0.399543444572533	0.12984345695371224	0.0027052372426830777	0.27865765656795105	0.37678347495575554	0.17562543470148892	0.03224746882653803	0.5532400152755883	0.6685202485687304	0.16561207926181307	5.6447193670044205e-5	0.03168569138011815	0.6574360372774045	0.23557188189623213	0.005378947995070603	0.3104717885255568	0.4283341941836935	0.15748080957852464	0.007037846635104189	0.1307280012470603	0.5927434910898857	0.23141227946815285	0.01063564532555462	0.4673981241888537	0.5417432959583971	0.08470146721728417	1.7170699682166402e-9	3.916636597502156e-6
s__Angelakisella_massiliensis	0.191703751445902	0.0521308793665732	0.0895291054050163	0.293878397486788	3.67735502978728	2.35664930678377e-4	0	0	0.007551200515631363	0.19183011288150217	0.2703872792141444	0.48049505867929154	0.6651206986104897	0.29209878541335044	0.12925083477738633	0.027646246810221552	0.6127647613277285	0.03483756284394298	0.17410077701633137	0.8417069914707926	0.9143981346492488	0.21418121389142752	0.16163277873665274	0.18640325212917425	0.5024994098842819	0.15553095325289645	0.2298015904821964	0.4998662459554276	0.6695214017173229	0.18771371161232064	0.1560480035711202	0.23339564347650732	0.539545611508842	0.4006320126928631	0.22875296725737698	0.0807789378801746	0.4673981241888537	0.15810176135848034	0.08331914362143952	0.0745682728996712	0.4791274098145071
s__Bacteroides_bouchesdurhonensis	0.191366260354196	0.0710313014870961	0.0521474676644816	0.330585053043911	2.69411169931838	0.00705765082601075	0.0134279088427623	0.354124919416525	0.09959653020795863	0.46728865374723816	0.2734243912449574	0.08917553431525199	0.5642629669931086	-0.03672913321823251	0.12857789520447588	0.7807885640770951	0.884369914676533	0.10769311990788188	0.17421371630660265	0.5372584227154686	0.7177503497793496	0.4858296525811188	0.16353164615816923	0.0030485366177278646	0.17702536773288705	0.29294900809280294	0.23068239021987258	0.2055128236862713	0.5024203178133837	0.13821425415032942	0.15589126720067584	0.37978782613609596	0.539545611508842	0.4794376936515116	0.22972297328165014	0.037435120126769125	0.4673981241888537	0.081421974496007	0.0832237436761724	0.3579773309458849	0.6530779331963468
s__Bacteroides_cellulosilyticus	0.164320529094645	0.0570331680981256	0.0525375736980997	0.27610348449119	2.88113977487505	0.00396239878631237	0.00263854592467578	0.154469715902849	0.06415713779539817	0.10412070925759549	0.26995027062231886	0.7013136413252514	0.8202048351532111	0.08668865035419812	0.12862742715526707	0.5114461925651316	0.6938223542550235	0.3465020475791527	0.17538905693784868	0.04862577473231513	0.5532400152755883	0.42496174213770666	0.16298033871238032	0.009317021110125353	0.28698103345894876	0.14835795081246742	0.22977037520783267	0.5197890692920015	0.6809423112051132	0.3365714241277484	0.15680399648255883	0.03345571141509856	0.3012620878117464	0.14596124119829063	0.22679354956846456	0.5211116473001534	0.6572677859966257	0.01867998460331815	0.08319109590210957	0.8329156044958941	0.9080477799321316
s__Barnesiella_intestinihominis	0.209827087547196	0.0585623810539379	0.095046929832567	0.324607245261825	3.58296715008801	3.39713343172599e-4	0.00355605218784364	0.150351060379694	0.010039683656479528	0.034992602845432215	0.2697881906325382	0.8973744550011054	0.9450717375289763	0.16311159144995346	0.12878066421712792	0.2171933137893885	0.6229119535513851	0.24203957948590582	0.17472382218011498	0.16679074091362198	0.5532400152755883	0.5269736359913026	0.16394482398954738	0.0013468649915622096	0.10800574503765528	0.08160068068926155	0.22955041858593628	0.7230587650414293	0.83315634783455506	0.4225439500290589	0.15743339741597723	0.007828159151036802	0.14015234335470708	0.09108660340027498	0.22660958273003648	0.6886167065218394	0.7848009142233371	0.10685443520682045	0.08324862576812045	0.2278053521898477	0.6530779331963468
s__Bifidobacterium_bifidum	0.260243619737694	0.0548533523673917	0.152733024666322	0.367754214809067	4.74435214086203	2.09174699073818e-6	0.00132364790789939	0.0585151312819226	1.3547399659163874e-4	0.01484006886440029	0.2697712591905588	0.9563756952968496	0.9738736568600037	0.5444967436314114	0.13092770446674593	4.994716779717865e-5	0.043845153844312194	0.16512097428650294	0.17438397544756776	0.3446375835369003	0.5665830298616715	0.07512431069374698	0.1612281847578397	0.6422162379035212	0.746396747720598	0.2574762145138478	0.2304037033178361	0.2652626859981584	0.5024203178133837	0.25482375638830307	0.15633611892084792	0.10636075277907499	0.5391718359222046	0.14080605983850064	0.2267726494244577	0.5358979533773861	0.6695939084819315	0.2620508833774863	0.08354556019125323	0.0031940515289772143	0.06938696702473358
s__Bifidobacterium_dentium	0.325714744844268	0.0933005960090164	0.142848936930474	0.508580552758062	3.49102533935358	4.81170615467815e-4	0.0392495528785995	0.438427748507605	0.012577029526851571	-0.32246166985534774	0.27151506359531874	0.2375780575672206	0.5642629669931086	0.3608157979515736	0.12960895220720542	0.006662317137079868	0.38589499092399226	0.46707060622870233	0.1764452365860279	0.008234471208551314	0.4497924098679732	0.2262871139224629	0.16168632954980613	0.16285995129179506	0.5024994098842819	0.8004065524792554	0.2384655541418288	8.103124173922859e-4	0.23693535084550438	0.18737747414498757	0.1560467789147964	0.23423040954081426	0.539545611508842	0.31669895497833567	0.22790754134980362	0.16592502465854733	0.4673981241888537	0.4164383633422792	0.08408611994840015	3.1767625796181584e-6	6.587450403735472e-4
s__Bifidobacterium_longum	0.254157297602665	0.0828632369328753	0.0917483375718206	0.41656625763351	3.06719007137688	0.00216081409618733	0.0260081124650475	0.456114426700625	0.03915189350472757	-0.1753059328461927	0.2702852082800565	0.5189425979558608	0.6968307225506595	0.4794540132664424	0.1304011298590023	3.3728310436499024e-4	0.09006971157820048	0.37613465802731216	0.17562016598794306	0.032540645835149956	0.5532400152755883	-0.05235922540398587	0.16119895821399363	0.7460354043434998	0.8259932628002146	0.5134836765904388	0.2332055038918184	0.028134474640896072	0.5024203178133837	0.24784324948738398	0.15630210606977452	0.11621301535085946	0.539545611508842	0.00939914694942589	0.22649341665934775	0.9669989621264014	0.9786539678037299	0.3503738410124343	0.08382513090231834	8.472873916371874e-5	0.005913446123213986
s__Bifidobacterium_pseudocatenulatum	0.144747201290086	0.0521082926615711	0.0426168243775342	0.246877578202638	2.77781508271974	0.00547257527533234	0	0	0.08220064977192136	0.03250615521737338	0.2697853611054211	0.9046295027141121	0.9462791114946882	-0.01625159289731333	0.1285691778738198	0.9019930679902969	0.9457940873111251	0.10122534900523354	0.17419902423669165	0.5619418439466539	0.7384443828507036	-0.008237789293085966	0.16117202857113536	0.9593543131531983	0.9732244959939674	0.2957470308689394	0.23070588550219548	0.20126230205816548	0.5024203178133837	0.3074954474203374	0.15662292637993347	0.051768823531704804	0.38272871526424546	-0.010315714452462694	0.22649367245239924	0.9637829855855035	0.9767851169256114	0.22943086773542873	0.08346251799152954	0.009775806463489287	0.1447961983325913
s__Bilophila_wadsworthia	0.23686378879803	0.0758657161649599	0.0881697174533705	0.385557860142689	3.12214529528729	0.00179538307941066	0.0181444836323436	0.395255610817284	0.035032987780295184	0.28238090871324556	0.2711086493111315	0.3002987857671707	0.5642629669931086	0.006775714978230554	0.12856742452577946	0.9590525012799695	0.9752131767809102	0.26421434460954846	0.17484547990621796	0.13149987266459615	0.5532400152755883	0.1812669014333846	0.16150198821150263	0.2630786581167598	0.5024994098842819	0.7831727449926432	0.23808866502460924	0.0010304356038360531	0.25108280880138495	0.41296553101295935	0.15735635278055574	0.00931304299717613	0.15207892190993108	0.27004869076665666	0.2275221512933893	0.23667936878024343	0.4673981241888537	0.11035849688576388	0.08325258020636805	0.21293755801502315	0.6418181966517456
s__Blautia_faecicola	-0.17072077822424	0.0554995585149522	-0.279497914071419	-0.0619436423770603	-3.07607452729999	0.00209745411815472	0.00174191886547701	0.122731448391463	0.03846174901001788	-0.13988997286696872	0.270097290563604	0.606530997093852	0.7527307641303498	-0.22706707358285816	0.1289806931852671	0.08627976594104977	0.6229119535513851	-0.4562329077424297	0.1763377833669741	0.009807722667622061	0.4683785605659511	-0.2598050192048748	0.16184984480984344	0.10946178552194724	0.5024994098842819	-0.3050620688310209	0.23078569640268365	0.1875829901050269	0.5024203178133837	-0.1529549959619721	0.15593298032670636	0.33119855990872593	0.539545611508842	-0.3318894549237451	0.2280461010532534	0.14678128017943412	0.4673981241888537	-0.0035710943793379954	0.08318934796370758	0.9678291211122112	0.9799882376770135
s__Blautia_hansenii	-0.173852460916417	0.0521341226207183	-0.27603346361862	-0.0716714582142144	-3.3347153874865	8.53867446055152e-4	0	0	0.01939680974471554	0.09972126362462858	0.2699351601034606	0.7133489513959503	0.8291586720182124	-0.07074039142522974	0.1286072603080838	0.592045765887508	0.7562628396373278	-0.2495707862967335	0.17476395495278754	0.15407505794130488	0.5532400152755883	0.014525073619765948	0.16117347020191708	0.9283985091188323	0.9515660921217975	-0.35672186910929865	0.2312726381391149	0.12412109014602074	0.5024203178133837	-0.35053664881063473	0.15689669553075047	0.026860923640552436	0.2754200840085698	-0.20938933137152663	0.22711196168239944	0.3580059043609015	0.5098614893860233	-0.19802553472775228	0.08339291953212367	0.025638841829039253	0.2610812420180292
s__Blautia_massiliensis	-0.194448498057746	0.0642717204643707	-0.320418755392338	-0.068478240723153	-3.02541299116987	0.00248293833008054	0.00766522222352696	0.353306569103303	0.043688232813671464	-0.21351495466288084	0.2705351000373989	0.4325517418436683	0.630728260681934	-0.009226326208941324	0.12856773963255408	0.9442638266701076	0.9669173181232815	-0.10006396871061882	0.1741964822797656	0.566432123553936	0.7404384898412117	-0.19533399041005214	0.16155523480104922	0.22797197440293432	0.5024994098842819	-0.1690375796075873	0.22986435523623855	0.4635017109759483	0.6356876901764167	-0.2867786145777485	0.15650377260369008	0.06946910699903378	0.4355742320698911	0.1752636305101229	0.22692657679527473	0.44130385951731144	0.5867779194024428	-0.39575666650716906	0.08399967089250535	9.351438404240013e-6	0.0012768795743415297
s__Blautia_sp_OF03_15BH	-0.139699790745052	0.0520858928302947	-0.241786264795043	-0.0376133166950616	-2.68210417742515	0.00731606728401306	0	0	0.10122776732970798	-0.14041409660682197	0.2700997645678332	0.605186546197763	0.7516311040240439	0.07135687848999257	0.12860796399980415	0.5888239782140379	0.7537980701350155	-0.25236258311212445	0.17477914204739137	0.149555434848934	0.5532400152755883	-0.23010448178821996	0.16170382239829958	0.1559262638779294	0.5024994098842819	-0.09100916310682115	0.22957369734875951	0.6927006325323772	0.8149184209202639	-0.1924388580607039	0.15606544485676935	0.22188923593296433	0.539545611508842	-0.1755777485646792	0.22692813384773303	0.44048879686527764	0.5863427838671802	-0.16516310747306392	0.08333099271413354	0.0625302837194988	0.44994188379866484
s__Blautia_wexlerae	-0.306265670611323	0.0813306176986176	-0.46567075214101	-0.146860589081637	-3.76568725625858	1.66091587617329e-4	0.0241441975867787	0.504833444505459	0.00574525900803579	-0.34694583851045135	0.2717894875474105	0.20427247060416023	0.5642629669931086	-0.10097079117730172	0.12864895166286247	0.44448587022493735	0.6423206217123373	-0.49153725801549714	0.1766968371538595	0.005489202156067419	0.4497924098679732	-0.18775793229419044	0.161526065894884	0.24643659462367717	0.5024994098842819	0.07010398570797514	0.22952541557099332	0.7607627627590765	0.8562241409959737	-0.6283991774389814	0.15950205242390744	9.399022326397134e-5	0.01396694717702614	-0.1181440719496558	0.22668966638816207	0.6033505258177048	0.7247952097920047	-0.4479460793263026	0.08422609575795707	5.607389744448421e-7	1.827208001012407e-4
